2024-06-18 17:02:54, 1, 3, -2, -6.83720622518428, 0.49247425010840046, 0.9849485002168009
2024-06-18 17:02:54, 2, 6, -4, -7.778021009339513, 0.48054621874040887, 0.9610924374808177
2024-06-18 17:02:54, 3, 0, -2, -6.791341022227256, 0.4654947189572098, 0.9309894379144196
2024-06-18 17:02:54, 4, 5, -3, -7.209655265891785, 0.4480204688488093, 0.8960409376976186
2024-06-18 17:02:54, 5, 3, -2, -7.2069708953296505, 0.42856668758921823, 0.8571333751784365
2024-06-18 17:02:54, 6, 1, 0, -5.877768229023341, 0.40743923658886183, 0.8148784731777237
2024-06-18 17:02:54, 7, 3, -2, -7.3520288120295465, 0.38486198691406326, 0.7697239738281265
2024-06-18 17:02:54, 8, 1, 0, -5.771672771442185, 0.36100592417808014, 0.7220118483561603
2024-06-18 17:02:54, 9, 6, -4, -8.350933999972984, 0.3360059241780801, 0.6720118483561602
2024-06-18 17:02:54, 10, 5, -3, -7.604382971392894, 0.3099711070491245, 0.619942214098249
2024-06-18 17:02:54, 11, 2, -1, -6.136710155010069, 0.2829915758979339, 0.5659831517958678
2024-06-18 17:02:54, 12, 6, -5, -8.89493844018096, 0.255142992090263, 0.510285984180526
2024-06-18 17:02:54, 13, 0, -2, -6.948014907368572, 0.22648979119830703, 0.45297958239661407
2024-06-18 17:02:54, 14, 6, -5, -9.207943105266192, 0.197087509721915, 0.39417501944383
2024-06-18 17:02:54, 15, 3, -2, -7.373913855505927, 0.16698451015551688, 0.33396902031103376
2024-06-18 17:02:54, 16, 4, -4, -6.474477851015204, 0.13622328712106002, 0.27244657424212004
2024-06-18 17:02:54, 17, 2, -1, -6.173025037782455, 0.10484147449347737, 0.20968294898695475
2024-06-18 17:02:54, 18, 1, 0, -5.750642921434597, 0.07287263446965665, 0.1457452689393133
2024-06-18 17:02:54, 19, 1, 0, -5.73904189512456, 0.04034688457805712, 0.08069376915611425
2024-06-18 17:02:54, 20, 4, -4, -6.496188817362374, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 21, 2, -1, -6.175059811209026, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 22, 1, 0, -5.736949611986773, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 23, 1, 0, -5.734858091632882, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 24, 1, 0, -5.732767333784797, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 25, 2, -1, -6.1770362854512415, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 26, 4, -4, -6.517698017488648, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 27, 1, 0, -5.730677338164532, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 28, 1, 0, -5.728588104494201, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 29, 2, -1, -6.178969399605199, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 30, 1, 0, -5.7264996324960205, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 31, 1, 0, -5.724411921892306, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 32, 1, 0, -5.722324972405478, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 33, 4, -3, -6.531686650691889, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 34, 2, -1, -6.1808450349819495, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 35, 1, 0, -5.720238783758055, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 36, 1, 0, -5.718153355672658, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 37, 3, -2, -7.374339176357462, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 38, 1, 0, -5.716068687872007, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 39, 2, -1, -6.18266365811424, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 40, 0, -1, -6.944239786398121, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 41, 1, 0, -5.713984780078928, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 42, 1, 0, -5.7119016320163425, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 43, 4, -3, -6.545501086415293, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 44, 1, 0, -5.709819243407276, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 45, 2, -1, -6.184425732081285, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 46, 1, 0, -5.707737613974855, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 47, 1, 0, -5.705656743442306, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 48, 1, 0, -5.7035766315329575, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 49, 1, 0, -5.701497277970237, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 50, 2, -1, -6.186117313200996, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 51, 1, 0, -5.699418682477675, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 52, 1, 0, -5.697340844778902, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 53, 1, 0, -5.695263764597647, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 54, 1, 0, -5.693187441657744, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 55, 4, -3, -6.55908516547705, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 56, 2, -1, -6.187738999481484, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 57, 1, 0, -5.6911118756831245, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 58, 0, -1, -6.940319319705292, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 59, 1, 0, -5.689037066397821, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 60, 1, 0, -5.686963013525969, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 61, 1, 0, -5.684889716791802, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 62, 1, 0, -5.682817175919653, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 63, 2, -1, -6.18927702830545, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 64, 1, 0, -5.680745390633959, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 65, 1, 0, -5.678674360659255, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 66, 1, 0, -5.67660408572018, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 67, 1, 0, -5.674534565541466, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 68, 1, 0, -5.672465799847952, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 69, 1, 0, -5.670397788364577, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 70, 2, -1, -6.190717815730281, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 71, 4, -3, -6.572412337452759, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 72, 1, 0, -5.668330530816376, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 73, 1, 0, -5.666264026928488, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 74, 1, 0, -5.66419827642615, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 75, 1, 0, -5.662133279034702, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 76, 1, 0, -5.660069034479581, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 77, 1, 0, -5.658005542486325, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 78, 1, 0, -5.655942802780574, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 79, 2, -1, -6.192047970536363, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 80, 1, 0, -5.653880815088065, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 81, 1, 0, -5.651819579134636, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 82, 1, 0, -5.649759094646227, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 83, 1, 0, -5.6476993613488755, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 84, 1, 0, -5.64564037896872, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 85, 1, 0, -5.643582147231998, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 86, 1, 0, -5.641524665865047, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 87, 0, -1, -6.936083956435291, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 88, 1, 0, -5.639467934594306, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 89, 1, 0, -5.637411953146311, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 90, 2, -1, -6.193240066564679, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 91, 1, 0, -5.6353567212477005, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 92, 1, 0, -5.63330223862521, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 93, 1, 0, -5.631248505005677, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 94, 4, -3, -6.585371155144642, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 95, 1, 0, -5.629195520116036, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 96, 1, 0, -5.627143283683322, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 97, 1, 0, -5.625091795434672, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 98, 1, 0, -5.623041055097319, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 99, 1, 0, -5.620991062398598, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 100, 1, 0, -5.6189418170659415, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 101, 1, 0, -5.616893318826882, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 102, 1, 0, -5.614845567409053, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 103, 1, 0, -5.612798562540184, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 104, 2, -1, -6.194252977717259, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 105, 1, 0, -5.610752303948106, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 106, 1, 0, -5.608706791360749, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 107, 1, 0, -5.606662024506143, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 108, 1, 0, -5.604618003112415, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 109, 1, 0, -5.6025747269077915, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 110, 1, 0, -5.6005321956206, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 111, 1, 0, -5.5984904089792655, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 112, 1, 0, -5.596449366712312, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 113, 1, 0, -5.594409068548363, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 114, 5, -3, -7.609562095533142, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 115, 1, 0, -5.592369514216141, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 116, 1, 0, -5.590330703444468, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 117, 1, 0, -5.5882926359622624, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 118, 1, 0, -5.586255311498545, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 119, 1, 0, -5.584218729782432, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 120, 1, 0, -5.582182890543139, 0.007291402209709141, 0.014582804419418283
2024-06-18 17:02:54, 121, 1, 0, -5.580147793509984, 0.007291402209709141, 0.014582804419418283
